65,679,1489385661.0,68162.32307692307
166,882,1446895697.0,172424.843373494
311,924,1476739595.0,201805.66881028938
86,871,1491043179.0,58344.058139534885
325,1427,1442333534.0,114394.82769230769
26,244,1477962741.0,35654.192307692305
49,387,1370775282.0,124616.55102040817
229,3719,1488939692.0,56995.04366812227
138,1508,1445053470.0,35967.666666666664
37,312,1485526221.0,103718.5945945946
107,974,1489228603.0,41847.6261682243
149,652,1462160241.0,629047.2684563758
106,797,1482516724.0,180904.1320754717
69,524,1482290595.0,66273.91304347826
142,846,1461299474.0,79907.72535211267
55,264,1486420912.0,267567.89090909093
71,563,1475204108.0,59721.42253521127
126,574,1452193008.0,42127.26190476191
286,1499,1431118893.0,60351.97552447552
123,1279,1480552977.0,54689.19512195122
378,2533,1486025287.0,51225.41798941799
61,340,1473618644.0,320593.68852459016
27,238,1387811429.0,40545.444444444445
40,504,1428358804.0,33458.875
81,941,1481413804.0,45139.9012345679
83,240,1460819513.0,79357.89156626505
68,401,1421810293.0,44664.470588235294
82,1293,1479666327.0,35398.01219512195
81,1452,1489681386.0,36480.06172839506
88,791,1470447309.0,149353.20454545456
239,2932,1488193728.0,64286.67364016736
87,815,1484820491.0,74565.02298850575
163,1526,1412887578.0,294021.98159509205
122,1418,1453117322.0,55791.18032786885
61,621,1430523013.0,67968.91803278688
89,586,1487173494.0,118888.10112359551
188,1234,1423653752.0,47350.75
141,461,1478556269.0,46843.43262411348
63,769,1358017852.0,20345.85714285714
70,460,1408921334.0,48397.81428571429
181,1635,1464383847.0,120764.91160220995
471,9459,1425681235.0,86607.43524416136
72,256,1442183354.0,37866.680555555555
39,255,1484249804.0,98344.92307692308
136,1363,1484963327.0,54921.80882352941
51,357,1463966282.0,110274.29411764706
106,294,1451357484.0,64022.264150943396
98,783,1455267673.0,100739.90816326531
201,1113,1490850867.0,44402.348258706465
123,530,1417036049.0,189593.9918699187
32,68,1481652790.0,51952.90625
91,300,1480381510.0,160557.03296703298
137,916,1476500565.0,383105.84671532846
376,4199,1479986052.0,58805.28723404255
101,941,1436026880.0,47230.09900990099
224,1236,1459388324.0,45048.22767857143
130,966,1383351654.0,43947.03076923077
69,724,1487571545.0,83668.17391304347
102,1045,1443131479.0,28769.323529411766
16,91,1430701285.0,33285.0625
33,115,1478720942.0,78205.21212121213
29,201,1412077553.0,38660.206896551725
27,191,1438281520.0,46953.40740740741
86,834,1490935273.0,55450.56976744186
102,448,1451707563.0,56487.990196078434
31,174,1488864082.0,26267.709677419356
132,678,1448181583.0,56682.780303030304
78,528,1488551963.0,106741.89743589744
139,532,1404797958.0,140896.1582733813
61,94,1390625715.0,504639.68852459016
33,203,1479178446.0,46217.36363636364
47,633,1477904498.0,61902.063829787236
89,839,1485897104.0,41477.12359550562
11,52,1483092257.0,123406.90909090909
81,796,1476843057.0,42042.234567901236
12,54,1463600317.0,47743.25
85,339,1429656604.0,63804.388235294115
79,674,1484696236.0,29934.025316455696
68,306,1380251792.0,387651.3382352941
92,463,1475015403.0,91688.45652173914
273,1268,1481702389.0,106544.75091575092
86,816,1486592579.0,57893.46511627907
162,1010,1473394969.0,35898.765432098764
34,211,1464543972.0,57721.029411764706
26,102,1428138956.0,69601.11538461539
40,127,1453750828.0,34945.85
144,754,1399460844.0,261908.875
20,131,1489087429.0,69912.1
41,124,1489323515.0,95819.85365853658
42,243,1487119625.0,36877.30952380953
68,548,1487721195.0,34421.32352941176
37,326,1487325648.0,137993.94594594595
46,259,1476146953.0,55362.934782608696
64,127,1465537314.0,188765.59375
289,1031,1447893236.0,42698.47750865052
96,419,1478214967.0,64142.21875
80,240,1439847259.0,85692.7375
85,1075,1386304449.0,41086.282352941176
113,806,1483250061.0,35345.35398230088
64,451,1456580517.0,75958.703125
65,691,1489385661.0,68162.32307692307
166,872,1446895697.0,172424.843373494
311,917,1476739595.0,201805.66881028938
86,871,1491043179.0,58344.058139534885
325,1412,1442333534.0,114394.82769230769
26,254,1477962741.0,35654.192307692305
49,395,1370775282.0,124616.55102040817
229,3710,1488939692.0,56995.04366812227
138,1529,1445053470.0,35967.666666666664
37,309,1485526221.0,103718.5945945946
107,981,1489228603.0,41847.6261682243
149,663,1462160241.0,629047.2684563758
106,802,1482516724.0,180904.1320754717
69,521,1482290595.0,66273.91304347826
142,847,1461299474.0,79907.72535211267
55,262,1486420912.0,267567.89090909093
71,567,1475204108.0,59721.42253521127
126,566,1452193008.0,42127.26190476191
286,1511,1431118893.0,60351.97552447552
123,1284,1480552977.0,54689.19512195122
378,2554,1486025287.0,51225.41798941799
61,339,1473618644.0,320593.68852459016
27,236,1387811429.0,40545.444444444445
40,512,1428358804.0,33458.875
81,958,1481413804.0,45139.9012345679
83,243,1460819513.0,79357.89156626505
68,418,1421810293.0,44664.470588235294
82,1299,1479666327.0,35398.01219512195
81,1439,1489681386.0,36480.06172839506
88,784,1470447309.0,149353.20454545456
239,2937,1488193728.0,64286.67364016736
87,799,1484820491.0,74565.02298850575
163,1533,1412887578.0,294021.98159509205
122,1427,1453117322.0,55791.18032786885
61,628,1430523013.0,67968.91803278688
89,563,1487173494.0,118888.10112359551
188,1249,1423653752.0,47350.75
141,457,1478556269.0,46843.43262411348
63,759,1358017852.0,20345.85714285714
70,460,1408921334.0,48397.81428571429
181,1617,1464383847.0,120764.91160220995
471,9374,1425681235.0,86607.43524416136
72,255,1442183354.0,37866.680555555555
39,255,1484249804.0,98344.92307692308
136,1355,1484963327.0,54921.80882352941
51,362,1463966282.0,110274.29411764706
106,299,1451357484.0,64022.264150943396
98,793,1455267673.0,100739.90816326531
201,1101,1490850867.0,44402.348258706465
123,526,1417036049.0,189593.9918699187
32,67,1481652790.0,51952.90625
91,305,1480381510.0,160557.03296703298
137,905,1476500565.0,383105.84671532846
376,4217,1479986052.0,58805.28723404255
101,943,1436026880.0,47230.09900990099
224,1246,1459388324.0,45048.22767857143
130,981,1383351654.0,43947.03076923077
69,731,1487571545.0,83668.17391304347
102,1030,1443131479.0,28769.323529411766
16,85,1430701285.0,33285.0625
33,113,1478720942.0,78205.21212121213
29,207,1412077553.0,38660.206896551725
27,184,1438281520.0,46953.40740740741
86,842,1490935273.0,55450.56976744186
102,444,1451707563.0,56487.990196078434
31,177,1488864082.0,26267.709677419356
132,691,1448181583.0,56682.780303030304
78,521,1488551963.0,106741.89743589744
139,543,1404797958.0,140896.1582733813
61,110,1390625715.0,504639.68852459016
33,200,1479178446.0,46217.36363636364
47,634,1477904498.0,61902.063829787236
89,831,1485897104.0,41477.12359550562
11,54,1483092257.0,123406.90909090909
81,793,1476843057.0,42042.234567901236
12,55,1463600317.0,47743.25
85,348,1429656604.0,63804.388235294115
79,685,1484696236.0,29934.025316455696
68,299,1380251792.0,387651.3382352941
92,449,1475015403.0,91688.45652173914
273,1285,1481702389.0,106544.75091575092
86,814,1486592579.0,57893.46511627907
162,1014,1473394969.0,35898.765432098764
34,216,1464543972.0,57721.029411764706
26,111,1428138956.0,69601.11538461539
40,119,1453750828.0,34945.85
144,749,1399460844.0,261908.875
20,131,1489087429.0,69912.1
41,120,1489323515.0,95819.85365853658
42,244,1487119625.0,36877.30952380953
68,556,1487721195.0,34421.32352941176
